"SID","day","real_order","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried"
"10465",1,2,5,1,2,2,5,1,4,4,3,1
"10440",9,34,5,1,1,3,5,1,4,3,3,1
"10445",5,18,5,1,5,3,2,3,3,5,5,5
"10437",8,30,5,1,4,4,4,1,1,3,2,2
"10493",2,6,5,1,5,4,3,1,5,2,4,1
"10470",2,6,5,1,5,1,3,2,1,1,5,4
"10451",2,6,5,NA,5,1,5,1,1,NA,5,1
"10432",8,30,5,1,3,3,5,1,2,4,4,1
"10459",3,10,5,1,4,4,3,4,1,3,4,3
"10397",8,30,5,2,2,3,4,2,3,4,4,2
"10444",7,26,4,NA,1,3,4,1,2,NA,4,2
"10449",3,10,4,1,4,1,2,1,3,3,4,2
"10372",14,54,4,3,3,1,4,1,3,3,4,2
"10459",2,6,4,2,2,3,3,2,3,4,4,3
"10277",14,54,4,1,2,1,3,1,3,5,5,1
"10448",3,10,4,1,5,2,2,2,2,4,4,4
"10454",3,10,4,1,1,3,4,1,3,5,4,2
"10445",4,14,4,1,4,4,3,1,5,5,5,4
"10366",15,58,4,1,2,1,4,1,4,5,5,1
"10450",4,14,4,1,3,4,4,1,3,4,4,2
"10418",13,50,4,1,4,1,3,1,1,5,5,1
"10438",6,22,4,1,4,2,5,1,3,5,4,1
"10451",1,2,4,1,1,3,5,1,5,3,5,2
"10397",7,26,4,1,2,2,3,2,3,4,4,4
"10493",1,2,4,1,3,1,5,1,4,5,4,1
"10432",7,26,4,1,3,3,5,1,3,4,4,1
"10422",7,26,3,2,3,2,4,1,3,3,3,2
"10438",5,18,3,1,4,4,3,4,3,5,3,4
"10372",13,50,3,2,2,1,3,2,3,3,3,4
"10418",12,46,3,1,2,1,3,1,3,4,5,2
"10444",6,22,3,2,4,4,2,4,2,4,3,4
"10437",6,22,3,1,5,3,4,2,3,3,3,3
"10432",6,22,3,1,5,4,5,1,1,4,5,1
"10427",15,58,3,NA,3,3,3,3,3,NA,3,2
"10435",6,22,3,1,3,4,3,3,2,2,3,3
"10441",7,26,3,1,5,3,2,3,2,2,4,5
"10436",8,30,3,1,3,2,4,1,2,3,4,1
"10277",13,50,3,1,2,1,3,1,5,5,5,1
"10366",14,54,3,1,3,1,5,1,5,5,5,1
"10445",3,10,3,1,3,2,2,2,4,5,5,4
"10448",2,6,3,1,5,2,2,1,2,3,5,4
"10449",2,6,3,1,1,1,2,1,5,5,5,2
"10397",6,22,3,1,5,2,3,3,2,4,4,2
"10454",2,6,3,2,1,1,3,1,3,5,4,1
"10450",3,10,3,1,5,1,2,1,1,2,5,3
"10411",15,58,3,1,3,3,5,1,3,4,4,1
"10445",2,6,2,1,3,1,2,2,4,5,5,3
"10372",12,46,2,1,4,1,4,3,2,3,3,2
"10454",1,2,2,1,3,1,4,2,4,5,5,2
"10432",5,18,2,1,4,1,3,1,3,4,5,1
"10436",7,26,2,1,4,4,4,1,2,3,3,1
"10437",5,18,2,2,4,4,3,3,2,4,3,3
"10448",1,2,2,1,2,1,2,2,3,3,5,4
"10450",2,6,2,NA,5,2,4,1,1,NA,5,2
"10397",5,18,2,1,5,2,4,2,2,4,5,2
"10429",11,42,2,1,5,1,4,1,4,4,4,3
"10427",14,54,2,1,3,2,3,1,3,4,3,1
"10449",1,2,2,1,3,1,4,1,4,4,4,2
"10366",13,50,2,1,3,3,3,2,4,4,5,4
"10422",6,22,2,1,2,3,4,1,4,4,3,2
"10277",12,46,2,1,2,1,3,2,4,5,5,2
"10438",4,14,2,3,4,1,2,4,3,3,5,5
"10442",6,22,2,1,2,1,3,1,3,3,2,3
"10444",5,18,2,2,5,2,2,2,2,3,3,4
"10439",5,18,2,1,2,3,4,1,4,4,3,1
"10434",8,30,1,3,5,3,2,1,1,1,3,4
"10444",4,14,1,2,2,2,4,2,4,3,4,1
"10438",3,10,1,3,3,4,2,3,4,3,3,3
"10436",6,22,1,2,5,2,4,1,2,4,4,1
"10441",5,18,1,1,5,2,2,4,2,2,4,3
"10341",5,18,1,1,4,3,4,1,3,3,3,1
"10429",10,38,1,1,3,2,4,1,4,5,4,2
"10366",12,46,1,1,5,1,2,2,1,5,5,3
"10277",11,42,1,1,3,1,3,1,2,5,5,2
"10435",4,14,1,1,2,3,4,1,4,3,4,1
"10372",11,42,1,1,3,1,4,1,3,3,3,2
"10439",4,14,1,1,2,2,4,1,4,4,4,1
"10397",4,14,1,3,5,2,4,2,2,3,3,3
"10411",13,50,1,1,4,2,5,1,2,4,4,1
"10437",4,14,1,1,5,1,4,1,2,2,3,3
"10432",4,14,1,1,4,3,3,3,2,4,5,3
"10442",4,14,7,1,4,3,3,1,3,3,4,4
"10440",4,14,7,1,3,3,1,2,3,3,2,5
"10429",9,34,7,1,3,1,5,1,4,5,5,1
"10422",4,14,7,2,3,2,2,1,3,3,4,3
"10436",5,18,7,NA,3,2,3,1,2,NA,4,3
"10349",14,54,7,1,4,3,2,1,2,3,5,3
"10428",7,26,7,1,3,4,4,1,3,4,4,3
"10437",3,10,7,1,3,4,3,3,3,4,3,4
"10441",4,14,7,1,3,2,1,2,3,2,3,5
"10438",2,6,7,1,3,4,3,4,3,4,4,4
"10439",3,10,7,1,2,1,4,1,5,4,4,1
"10341",4,14,7,NA,3,3,4,1,1,NA,3,2
"10444",3,10,7,2,4,2,2,3,2,2,3,4
"10418",9,34,7,1,3,1,3,3,4,3,3,4
"10397",3,10,7,NA,5,1,2,3,1,NA,4,5
"10277",10,38,7,1,5,1,4,1,2,5,5,2
"10435",3,10,7,1,4,1,4,3,2,3,5,2
"10411",12,46,7,NA,5,3,4,3,1,NA,3,3
"10372",10,38,7,NA,5,3,2,2,1,NA,3,5
"10366",11,42,7,1,2,1,5,1,4,5,5,4
"10432",3,10,7,2,3,2,2,1,4,2,4,2
"10341",3,10,6,1,3,2,4,1,3,3,5,3
"10440",3,10,6,1,5,5,5,1,2,3,1,3
"10444",2,6,6,2,2,2,2,2,3,3,4,4
"10435",2,6,6,2,1,5,3,1,2,3,2,2
"10441",3,10,6,2,3,3,3,3,3,2,4,3
"10437",2,6,6,2,2,2,4,1,5,3,4,1
"10438",1,2,6,1,4,1,5,1,4,4,5,1
"10432",2,6,6,2,2,1,2,1,2,5,4,3
"10429",8,30,6,1,4,1,5,1,4,5,5,1
"10372",9,34,6,NA,5,2,2,3,1,NA,3,3
"10418",8,30,6,1,4,4,3,3,1,3,3,3
"10366",10,38,6,1,4,1,5,1,3,5,4,1
"10277",9,34,6,1,5,2,4,1,1,5,4,1
"10434",6,22,6,2,4,4,3,3,2,2,2,3
"10397",2,6,6,2,2,1,4,2,5,4,4,2
"10426",10,38,5,NA,5,4,3,1,1,NA,2,2
"10442",2,6,5,1,3,1,3,1,3,3,4,2
"10434",5,18,5,1,4,3,3,1,2,1,3,1
"10349",12,46,5,1,3,2,3,1,4,4,4,3
"10436",3,10,5,1,4,3,4,1,1,4,4,4
"10429",7,26,5,1,4,1,4,1,3,4,5,2
"10277",8,30,5,1,3,1,2,1,3,5,5,1
"10372",8,30,5,1,3,3,3,2,3,2,3,3
"10418",7,26,5,1,5,1,4,1,1,5,5,2
"10341",2,6,5,1,3,2,4,1,3,3,3,1
"10423",7,26,5,2,3,1,5,1,4,4,4,2
"10441",2,6,5,1,4,3,2,3,2,3,4,5
"10428",5,18,5,2,1,2,4,1,5,5,3,3
"10439",1,2,5,1,2,1,4,1,5,4,4,1
"10440",2,6,5,1,1,3,5,1,3,4,4,2
"10422",2,6,5,1,4,2,3,2,2,3,4,2
"10366",9,34,5,1,3,1,4,1,4,5,5,2
"10402",15,58,4,NA,5,4,4,4,1,NA,3,3
"10372",7,26,4,1,4,3,1,3,2,3,3,5
"10426",9,34,4,NA,5,5,3,3,1,NA,2,3
"10429",6,22,4,1,4,1,3,1,4,5,5,1
"10434",4,14,4,3,2,3,3,1,3,1,1,3
"10428",4,14,4,1,2,2,3,1,5,3,4,3
"10277",7,26,4,1,1,3,5,1,4,5,4,2
"10441",1,2,4,1,5,3,3,3,2,3,4,4
"10366",8,30,4,1,3,1,5,2,3,4,5,1
"10436",2,6,4,1,2,4,5,1,3,3,4,1
"10349",10,38,3,1,3,3,4,1,3,4,5,2
"10431",3,10,3,NA,5,3,4,1,2,NA,3,1
"10372",6,22,3,2,4,3,2,2,2,2,3,3
"10418",5,18,3,1,2,1,4,1,4,4,5,2
"10411",8,30,3,1,1,1,4,1,5,4,4,1
"10429",5,18,3,2,4,2,3,1,2,4,5,1
"10277",6,22,3,1,2,2,4,1,3,5,5,2
"10366",7,26,3,1,4,3,3,1,5,5,5,2
"10434",3,10,3,2,1,2,3,1,4,1,2,4
"10426",7,26,2,1,4,4,3,4,1,4,3,1
"10372",5,18,2,1,3,2,3,2,3,3,4,4
"10431",2,6,2,1,5,3,3,2,1,4,3,2
"10415",15,58,2,1,5,1,2,1,1,2,5,1
"10429",4,14,2,1,3,1,4,1,4,5,5,1
"10277",5,18,2,1,3,2,2,1,2,5,4,1
"10366",6,22,2,1,3,3,3,1,5,5,5,2
"10402",13,50,2,NA,5,5,3,3,2,NA,3,3
"10428",2,6,2,NA,4,1,3,1,3,NA,4,2
"10418",4,14,2,1,3,2,2,2,2,4,3,4
"10434",2,6,2,3,4,4,3,1,3,4,2,3
"10426",6,22,1,1,3,1,3,2,3,4,5,3
"10412",15,58,1,1,4,1,2,1,2,3,4,3
"10427",6,22,1,1,5,1,4,1,1,3,3,1
"10360",13,50,1,1,3,4,3,1,3,3,4,2
"10349",8,30,1,1,3,2,2,1,4,3,5,3
"10372",4,14,1,3,2,2,2,2,3,3,4,3
"10415",14,54,1,1,1,2,5,1,3,3,4,1
"10429",3,10,1,1,3,1,4,1,3,4,5,1
"10352",15,58,1,1,3,1,4,2,4,4,4,2
"10418",3,10,1,1,4,2,3,1,1,3,4,2
"10277",4,14,1,1,1,1,3,1,5,5,5,1
"10411",6,22,1,1,4,1,4,1,4,3,4,2
"10366",5,18,1,1,3,1,4,1,3,4,5,3
"10415",13,50,7,1,3,2,4,1,2,3,5,1
"10366",4,14,7,1,3,3,5,1,3,5,5,2
"10426",5,18,7,NA,5,3,4,2,1,NA,3,1
"10418",2,6,7,2,2,2,3,1,2,3,4,2
"10412",14,54,7,1,3,1,2,1,3,4,4,4
"10352",14,54,7,2,2,3,4,2,3,3,4,3
"10429",2,6,7,1,5,4,4,1,2,3,5,2
"10411",5,18,7,2,2,1,3,1,4,4,5,2
"10372",3,10,7,1,4,3,3,2,1,2,3,3
"10277",3,10,7,1,4,1,3,1,2,5,5,1
"10423",2,6,6,2,2,1,4,1,5,4,5,2
"10413",15,58,6,1,NA,2,5,1,4,5,4,1
"10366",3,10,6,1,3,1,5,1,5,5,5,1
"10426",4,14,6,1,4,2,4,1,2,4,3,2
"10418",1,2,6,1,3,2,4,2,2,3,3,2
"10414",15,58,6,1,3,1,3,2,4,5,4,2
"10349",6,22,6,1,3,3,3,1,3,5,4,3
"10277",2,6,6,NA,5,1,3,1,1,NA,5,3
"10429",1,2,6,1,5,1,3,1,4,5,5,1
"10372",2,6,6,NA,5,3,3,2,1,NA,2,2
"10415",12,46,6,1,3,4,5,1,4,3,3,1
"10349",5,18,5,1,3,1,4,1,3,5,5,2
"10415",11,42,5,1,1,1,3,1,3,3,5,1
"10427",3,10,5,1,3,4,5,1,4,4,5,1
"10402",9,34,5,2,3,2,3,2,3,3,3,3
"10426",3,10,5,1,5,4,3,3,3,4,2,4
"10352",12,46,5,1,2,1,5,1,3,3,4,2
"10366",2,6,5,1,3,1,4,1,5,5,4,1
"10411",3,10,5,2,4,3,3,3,2,3,4,4
"10413",13,50,4,1,3,1,4,1,3,5,4,2
"10380",13,50,4,2,2,3,4,1,5,4,2,3
"10360",9,34,4,1,2,4,3,1,3,4,4,2
"10352",11,42,4,1,2,1,1,4,1,3,5,5
"10342",15,58,4,1,3,3,3,3,3,5,3,3
"10412",11,42,4,2,2,1,3,1,4,4,4,1
"10411",2,6,4,1,3,1,4,2,3,4,5,3
"10354",15,58,4,1,5,3,3,1,3,4,2,2
"10349",4,14,4,1,3,1,2,1,4,5,4,2
"10426",2,6,4,1,5,3,3,1,2,4,3,4
"10389",15,58,4,NA,4,2,4,1,1,NA,3,2
"10415",10,38,4,NA,5,3,3,1,1,NA,5,2
"10404",14,54,3,NA,2,3,3,1,5,NA,4,2
"10371",7,26,3,2,5,2,3,1,2,2,3,3
"10342",14,54,3,1,5,3,5,2,3,5,5,2
"10330",12,46,3,1,5,NA,3,1,2,4,3,2
"10352",10,38,3,1,4,1,4,1,3,3,4,2
"10414",12,46,3,1,5,1,4,1,3,4,4,5
"10415",9,34,3,1,3,2,1,1,3,5,4,4
"10415",8,30,2,3,2,3,3,1,3,1,3,1
"10380",11,42,2,2,3,5,4,1,3,2,3,2
"10342",13,50,2,1,3,3,3,2,3,3,3,1
"10414",11,42,2,NA,4,5,3,4,1,NA,3,3
"10352",9,34,2,1,3,2,3,3,2,3,4,2
"10371",6,22,2,1,3,3,3,1,3,3,3,3
"10360",7,26,2,1,3,1,3,1,4,4,5,3
"10349",2,6,2,1,3,1,3,1,5,4,5,2
"10389",13,50,2,NA,5,3,2,1,2,NA,3,3
"10414",10,38,1,2,2,2,4,2,4,4,4,2
"10412",8,30,1,1,1,1,4,1,4,4,4,1
"10380",10,38,1,1,5,2,2,4,1,2,4,3
"10360",6,22,1,NA,4,3,4,1,1,NA,1,2
"10342",12,46,1,1,5,3,3,3,3,3,5,3
"10352",8,30,1,2,3,1,3,2,3,3,4,3
"10383",15,58,1,NA,5,3,5,1,1,NA,3,3
"10374",15,58,1,2,5,1,4,2,1,NA,4,2
"10330",10,38,1,1,5,2,5,1,3,4,3,1
"10415",7,26,1,1,1,3,3,1,3,4,4,1
"10389",12,46,1,1,5,2,2,2,2,2,4,3
"10352",7,26,7,1,5,1,5,1,3,5,4,2
"10363",10,38,7,NA,3,3,3,2,2,NA,2,3
"10380",9,34,7,1,5,1,1,4,1,2,1,5
"10383",14,74,7,NA,4,5,3,1,1,NA,3,2
"10402",4,14,7,1,1,3,3,1,4,3,3,3
"10379",12,46,7,2,2,3,3,2,3,2,3,2
"10412",7,26,7,2,3,1,4,1,3,4,4,2
"10371",4,14,7,1,5,4,3,1,3,4,2,2
"10342",11,42,7,1,3,2,5,1,3,5,5,3
"10415",6,22,7,1,1,1,2,1,3,3,4,3
"10414",9,34,7,1,5,5,4,1,2,4,4,2
"10330",9,34,7,1,3,3,5,1,3,3,4,2
"10402",3,10,6,3,2,3,4,2,3,3,3,2
"10389",10,38,6,1,4,4,3,2,1,1,4,2
"10415",5,18,6,1,1,1,3,3,4,3,3,1
"10414",8,30,6,1,2,4,5,1,4,4,3,1
"10380",8,30,6,2,4,3,2,2,1,2,3,4
"10352",6,22,6,1,4,1,3,1,3,3,5,4
"10330",8,30,6,NA,3,4,5,1,1,NA,3,1
"10388",3,10,6,1,3,2,3,2,3,3,2,3
"10342",10,38,6,1,3,3,3,3,3,5,5,3
"10363",9,34,6,2,2,2,3,1,3,3,3,2
"10338",15,58,6,1,3,3,4,1,3,2,4,2
"10342",9,34,5,3,2,3,3,3,5,3,5,1
"10371",2,6,5,1,4,1,3,1,2,3,4,1
"10352",5,18,5,NA,5,1,5,1,3,NA,5,2
"10386",15,58,5,2,2,2,4,1,4,4,4,2
"10363",8,30,5,NA,3,2,3,2,3,NA,3,2
"10390",15,58,5,1,3,1,4,1,4,3,4,1
"10330",7,26,5,1,2,2,5,1,3,5,5,1
"10380",7,26,5,1,4,5,4,1,1,1,3,3
"10383",12,46,5,NA,4,3,5,1,1,NA,3,1
"10414",7,26,5,3,3,2,3,2,3,3,3,4
"10389",9,34,5,2,2,2,4,2,2,2,4,2
"10338",14,54,5,1,2,1,4,1,4,3,4,2
"10415",4,14,5,1,1,2,4,2,4,3,5,1
"10359",14,54,4,1,3,2,2,2,3,5,5,3
"10413",6,22,4,1,3,1,4,1,4,4,5,1
"10380",6,22,4,1,2,3,4,1,4,3,3,1
"10352",4,14,4,1,3,1,2,2,2,3,5,5
"10342",8,30,4,1,3,1,5,1,3,5,5,3
"10390",14,54,4,1,3,1,3,1,3,3,3,3
"10354",8,30,4,1,4,2,4,1,3,4,4,2
"10412",4,14,4,NA,5,1,2,1,1,NA,4,5
"10415",3,10,4,1,3,1,3,2,1,4,5,1
"10386",14,54,4,2,4,2,3,3,2,4,5,3
"10363",7,26,4,2,4,4,3,1,2,3,3,2
"10414",6,22,4,1,5,5,3,4,1,4,4,5
"10338",13,50,4,2,4,3,2,4,1,3,1,5
"10345",7,26,3,1,5,1,5,1,2,3,5,1
"10404",7,26,3,1,5,2,3,1,1,3,5,4
"10412",3,10,3,2,2,1,1,1,4,3,3,5
"10354",7,26,3,1,2,1,4,1,4,5,4,1
"10359",13,50,3,1,5,2,3,2,1,5,3,2
"10390",13,50,3,1,3,1,3,1,3,3,5,3
"10415",2,6,3,1,2,4,4,1,5,3,4,1
"10338",12,46,3,1,3,5,3,2,3,2,4,2
"10413",5,18,3,1,2,1,3,1,5,5,5,3
"10386",13,50,3,2,2,2,2,2,2,4,5,3
"10363",6,22,3,2,3,4,3,2,2,4,2,2
"10380",5,18,3,NA,5,3,3,1,1,NA,4,1
"10352",3,10,3,1,3,2,3,1,4,3,4,3
"10367",15,58,3,1,5,3,3,2,1,4,4,3
"10389",7,26,3,2,5,5,1,4,2,2,3,5
"10327",15,58,3,1,3,2,5,1,2,3,5,2
"10414",5,18,3,2,1,2,3,2,2,2,3,3
"10342",7,26,3,1,5,2,4,1,3,3,5,3
"10361",15,58,3,NA,3,3,5,1,3,NA,4,2
"10330",5,18,3,1,5,1,4,1,3,3,4,2
"10304",12,46,2,1,5,2,4,1,1,5,3,1
"10389",6,22,2,NA,5,1,1,3,1,NA,3,5
"10404",6,22,2,1,5,1,3,2,1,2,4,4
"10361",14,54,2,1,3,2,4,4,3,4,4,3
"10386",12,46,2,2,3,2,2,2,3,3,5,2
"10383",9,34,2,1,2,1,5,1,3,3,3,2
"10342",6,22,2,1,3,2,3,2,3,4,5,3
"10413",4,14,2,2,2,1,4,1,4,4,5,2
"10347",12,46,2,1,3,2,2,4,2,2,3,5
"10414",4,14,2,NA,4,3,2,4,1,NA,2,3
"10354",6,22,2,1,4,2,3,1,2,4,3,4
"10327",14,54,2,1,2,1,4,1,4,5,5,1
"10380",4,14,2,1,5,3,2,1,1,2,3,3
"10412",2,6,2,2,2,1,1,1,4,4,4,5
"10338",11,42,2,NA,3,3,5,1,2,NA,3,2
"10350",7,26,2,2,3,3,4,1,4,3,2,2
"10363",5,18,2,2,3,4,3,2,3,3,3,2
"10367",14,54,2,1,5,3,2,3,1,4,3,4
"10352",2,6,2,1,3,1,3,2,3,3,5,3
"10335",13,50,2,1,3,2,1,2,2,2,3,4
"10367",13,50,1,1,5,1,2,2,1,4,5,4
"10324",8,30,1,2,4,2,3,1,2,4,3,3
"10390",11,42,1,1,3,2,4,1,3,4,5,2
"10359",11,42,1,1,5,3,5,2,2,5,4,3
"10386",11,42,1,2,2,2,2,2,3,4,5,3
"10413",3,10,1,1,3,2,3,1,4,4,4,3
"10338",10,38,1,NA,3,2,3,2,3,NA,5,3
"10342",5,18,1,1,5,1,3,2,2,3,5,3
"10318",15,58,1,2,4,2,2,4,2,3,3,5
"10404",5,18,1,NA,5,1,3,2,1,NA,3,5
"10389",5,18,1,3,5,2,3,4,2,2,4,1
"10380",3,10,1,1,4,1,2,1,1,4,2,4
"10378",13,50,1,1,5,2,1,1,2,1,5,5
"10327",13,50,1,1,5,2,5,1,2,3,5,1
"10365",15,58,1,1,5,3,5,1,1,2,3,2
"10414",3,10,1,1,3,3,4,1,4,3,3,1
"10363",4,14,1,2,4,1,2,3,2,4,3,4
"10381",15,58,1,1,5,1,5,1,1,4,5,1
"10354",5,18,1,NA,4,3,3,2,2,NA,3,3
"10330",3,10,1,1,5,2,5,1,1,3,5,3
"10386",10,38,7,NA,4,2,2,3,1,NA,5,2
"10365",14,54,7,2,4,2,3,1,3,4,5,3
"10404",4,14,7,NA,5,1,3,5,1,NA,5,5
"10347",10,38,7,1,3,3,2,4,3,3,2,4
"10413",2,6,7,1,1,1,4,1,4,5,5,3
"10381",14,54,7,NA,5,4,3,1,2,NA,5,2
"10350",5,18,7,3,1,2,2,1,3,3,5,1
"10345",4,14,7,1,2,3,5,1,2,3,5,1
"10378",12,46,7,1,5,3,2,1,1,1,4,4
"10367",12,46,7,NA,5,3,2,1,1,NA,4,4
"10359",10,38,7,NA,3,3,3,3,1,NA,5,2
"10389",4,14,7,NA,5,3,2,1,1,NA,3,2
"10338",9,34,7,2,3,4,2,2,2,2,4,3
"10324",7,26,7,1,1,1,5,1,5,4,1,1
"10380",2,6,7,NA,5,2,3,3,1,NA,3,4
"10391",6,22,7,1,1,4,3,3,4,4,2,2
"10335",11,42,7,1,2,2,3,1,3,4,4,3
"10342",4,14,7,NA,5,5,3,1,3,NA,5,4
"10331",11,42,7,1,2,1,5,1,5,5,5,1
"10363",3,10,7,1,4,1,2,2,2,3,4,2
"10318",14,54,7,NA,5,2,3,2,1,NA,4,4
"10354",4,14,7,1,3,2,4,1,4,5,4,2
"10335",10,38,6,2,2,2,2,1,2,2,4,2
"10350",4,14,6,3,2,1,2,1,3,3,4,3
"10413",1,2,6,1,3,4,4,1,4,5,2,1
"10345",3,10,6,1,1,1,5,1,5,5,5,3
"10383",6,22,6,1,1,1,5,1,5,5,4,1
"10389",3,10,6,2,2,1,4,1,4,4,4,3
"10378",11,42,6,2,2,4,2,1,3,4,4,4
"10330",1,2,6,1,4,3,5,1,2,2,5,1
"10363",2,6,6,2,2,2,3,2,3,3,4,3
"10287",15,58,6,NA,5,1,1,4,1,NA,5,5
"10327",11,42,6,1,3,2,3,3,3,5,5,4
"10353",9,34,6,NA,4,3,4,1,1,NA,5,2
"10354",3,10,6,1,3,3,4,1,3,4,4,2
"10367",11,42,6,NA,5,1,3,1,1,NA,4,3
"10365",13,50,6,1,3,4,4,1,3,3,3,1
"10386",9,34,6,NA,5,3,3,3,1,NA,5,3
"10342",3,10,6,NA,5,5,4,1,2,NA,5,1
"10324",6,22,6,1,2,3,4,1,4,3,4,1
"10404",3,10,6,1,5,2,2,1,2,2,4,4
"10359",9,34,6,NA,5,3,4,3,1,NA,5,2
"10318",13,50,6,2,3,2,3,3,3,3,4,3
"10338",8,30,6,1,2,3,4,1,3,2,3,2
"10367",10,38,5,1,5,2,3,3,1,4,3,3
"10390",8,30,5,NA,4,1,4,1,2,NA,5,1
"10350",3,10,5,2,4,4,2,1,2,4,2,2
"10379",3,10,5,2,3,2,4,2,4,4,3,2
"10363",1,2,5,2,3,3,3,2,3,3,4,2
"10404",2,6,5,1,1,3,5,1,3,3,4,2
"10378",10,38,5,3,3,4,4,1,4,3,3,3
"10374",5,18,5,2,3,3,4,1,4,3,2,2
"10386",8,30,5,3,2,2,3,2,3,3,5,3
"10389",2,6,5,1,4,5,3,3,1,2,3,3
"10354",2,6,5,1,2,1,4,1,4,4,4,3
"10287",14,54,5,1,5,1,1,4,1,3,5,5
"10359",8,30,5,NA,5,2,3,2,1,NA,5,2
"10342",2,6,5,1,5,3,2,2,2,3,5,2
"10338",7,26,5,1,2,2,3,1,4,2,5,3
"10365",12,46,5,1,5,2,4,1,2,3,3,1
"10345",2,6,5,1,4,3,4,2,4,4,5,2
"10304",7,26,4,1,5,1,1,3,1,3,2,5
"10359",7,26,4,1,4,2,4,3,4,5,5,3
"10367",9,34,4,1,5,2,3,2,1,4,4,3
"10374",4,14,4,1,5,1,4,1,1,3,4,3
"10386",7,26,4,2,5,2,3,2,1,3,5,2
"10404",1,2,4,1,3,1,2,1,2,3,4,4
"10308",15,58,4,1,1,1,5,1,5,4,5,2
"10389",1,2,4,1,5,2,3,1,1,1,4,2
"10338",6,22,4,3,5,2,1,4,2,2,3,5
"10378",9,34,4,2,3,3,3,1,2,2,2,4
"10350",2,6,4,3,5,2,3,1,1,2,4,1
"10317",14,54,4,2,2,2,2,1,3,4,4,3
"10347",7,26,4,1,5,4,1,4,1,3,3,4
"10365",11,42,4,1,3,1,4,1,1,5,5,1
"10324",4,14,4,1,3,2,5,1,4,4,4,1
"10353",7,26,4,1,2,3,5,1,3,4,5,2
"10335",8,30,4,1,5,3,2,1,1,2,4,3
"10386",6,22,3,1,5,2,2,2,1,4,5,2
"10361",8,30,3,1,2,1,2,1,3,5,5,3
"10332",5,18,3,2,2,2,4,2,2,3,3,2
"10383",3,10,3,2,4,3,2,4,1,4,3,3
"10308",14,54,3,1,3,2,4,1,2,5,5,3
"10317",13,50,3,2,3,1,3,1,3,4,3,2
"10318",10,38,3,2,4,4,1,4,2,2,3,5
"10365",10,38,3,1,4,2,5,1,1,5,5,2
"10374",3,10,3,3,5,4,4,1,2,3,4,2
"10338",5,18,3,1,5,2,2,2,1,2,4,3
"10293",12,46,3,1,4,2,3,1,2,2,3,1
"10391",2,6,3,1,5,2,3,2,1,3,3,3
"10335",7,26,3,1,4,2,2,1,2,3,3,3
"10331",7,26,3,1,2,2,5,1,5,3,3,1
"10378",8,30,3,1,5,3,2,1,1,1,4,2
"10324",3,10,3,2,3,5,5,1,3,3,3,1
"10260",15,58,3,1,4,2,5,1,3,3,4,1
"10383",2,6,2,1,3,2,4,1,4,3,3,4
"10317",12,46,2,2,3,2,2,1,4,4,3,4
"10308",13,50,2,1,3,1,5,1,5,5,5,2
"10299",14,54,2,2,2,3,3,2,3,1,5,2
"10386",5,18,2,2,5,1,2,4,1,2,5,4
"10378",7,26,2,NA,5,3,3,3,1,NA,3,4
"10391",1,2,2,1,5,3,3,3,2,5,4,2
"10316",15,58,2,1,5,4,4,1,1,1,3,1
"10367",7,26,2,1,5,1,3,1,1,4,3,2
"10260",14,54,2,1,3,1,5,1,3,3,4,1
"10353",5,18,2,1,3,2,4,1,3,4,4,1
"10381",8,30,2,1,5,2,4,1,1,5,4,3
"10365",9,34,2,2,5,3,4,1,1,4,5,1
"10324",2,6,2,2,2,1,5,1,4,3,3,1
"10335",6,22,2,1,3,2,3,1,2,2,3,4
"10322",15,58,2,1,5,3,3,1,2,3,3,1
"10289",15,58,2,2,3,3,3,1,3,3,4,3
"10288",14,54,2,1,5,2,4,1,1,5,4,2
"10338",4,14,2,1,4,3,4,1,3,2,5,2
"10359",4,14,1,NA,5,1,4,1,1,NA,5,1
"10353",4,14,1,1,3,2,3,1,3,3,4,2
"10299",13,50,1,1,3,2,4,2,1,1,4,3
"10260",13,50,1,1,5,1,4,1,1,1,3,1
"10287",10,38,1,1,4,1,1,3,2,5,5,5
"10317",11,42,1,2,3,2,3,1,2,4,4,4
"10348",6,22,1,1,5,1,3,3,1,2,3,3
"10361",6,22,1,3,1,1,5,1,5,3,5,1
"10386",4,14,1,2,2,2,3,2,3,3,4,2
"10335",5,18,1,1,4,2,3,1,2,2,4,3
"10390",4,14,1,1,3,1,4,1,3,3,3,1
"10293",10,38,1,2,4,2,3,2,3,2,3,4
"10327",6,22,1,1,3,1,3,1,2,3,4,2
"10289",14,54,1,2,4,3,3,1,3,3,5,3
"10308",12,46,1,1,3,1,5,1,4,4,5,3
"10316",14,54,1,1,5,1,4,1,2,4,4,2
"10367",6,22,1,1,5,2,4,1,2,5,4,3
"10378",6,22,1,NA,4,3,2,2,1,NA,3,4
"10274",15,58,1,2,5,2,5,1,1,4,5,1
"10322",14,54,1,1,5,4,4,1,1,3,3,1
"10320",11,42,1,2,2,3,5,1,3,4,3,1
"10338",3,10,1,1,2,2,3,2,3,2,4,3
"10267",14,54,1,1,3,1,3,1,2,3,4,5
"10332",3,10,1,1,3,3,3,3,3,3,2,4
"10288",13,50,1,1,5,1,5,1,2,5,4,1
